League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Australian A-League Men,2024-04-02,05:00:00,Central Coast Mariners,Melbourne City,2.22,2.24,3.25,3.3,4.0,4.1,2.38,2.54,1.65,1.73,1.6,1.65,2.52,2.66,18.0,21.0,16.0,18.0,22.0,25.0,46.0,55.0,12.5,14.5,8.6,9.6,13.0,14.0,28.0,32.0,15.0,16.0,10.0,11.0,14.5,15.0,32.0,38.0,26.0,29.0,19.0,21.0,25.0,29.0,55.0,70.0,10.5,12.5,19.5,23.0,16.0,980.0,33135913,1205126.0,8586946.0,58805.0,1.226692896,1.2266929,1.226692975,1.226692897
South Korean K League 1,2024-04-02,07:30:00,Daejeon Citizen,Ulsan Hyundai Horang-i,4.1,4.6,1.87,1.97,3.75,4.1,2.02,2.18,1.86,1.97,1.79,1.89,2.12,2.28,13.5,19.0,7.4,12.0,10.5,14.5,15.5,27.0,12.0,21.0,8.0,11.0,7.8,13.0,14.0,24.0,4.8,40.0,12.5,22.0,16.5,23.0,4.8,42.0,4.1,110.0,4.0,65.0,4.0,70.0,4.1,120.0,4.0,65.0,3.35,15.0,4.2,1000.0,33153951,5352230.0,5352229.0,58805.0,1.226922301,1.226922346,1.226922385,1.22692231
South Korean K League 1,2024-04-02,07:30:00,Pohang Steelers,Suwon FC,1.76,1.85,4.5,5.1,3.8,4.2,2.04,2.24,1.81,1.95,1.75,1.95,2.06,2.32,13.0,980.0,15.0,20.0,6.8,42.0,7.6,120.0,8.0,980.0,8.0,980.0,16.0,21.0,7.2,65.0,8.8,12.0,8.4,11.5,16.5,980.0,7.2,70.0,14.5,20.0,14.5,19.5,6.6,38.0,7.6,120.0,4.7,11.0,7.2,70.0,8.0,970.0,33153950,1363823.0,7394845.0,58805.0,1.226922391,1.226922436,1.226922475,1.2269224
Turkish 1 Lig,2024-04-02,08:00:00,Keciorengucu,Corum Belediyespor,2.52,3.5,2.36,3.15,2.78,6.4,1.7,2.58,1.64,3.35,1.57,2.58,1.64,2.76,2.1,980.0,2.02,980.0,1.83,21.0,1.93,1000.0,2.48,980.0,2.0,980.0,2.14,980.0,1.91,1000.0,1.85,23.0,1.79,980.0,1.85,980.0,1.95,1000.0,1.94,1000.0,1.9,1000.0,1.93,1000.0,1.89,1000.0,1.9,1000.0,1.88,38.0,1.7,1000.0,33140618,2080693.0,6781499.0,58805.0,1.226705133,1.226705178,0.0,0.0
Turkish 1 Lig,2024-04-02,08:00:00,Sanliurfaspor,Sakaryaspor,2.48,2.96,2.68,3.35,3.2,4.3,1.72,1.99,2.0,2.4,1.78,2.08,1.94,2.3,4.6,13.0,9.0,12.5,2.42,21.0,1.75,1000.0,8.4,11.5,6.4,8.4,4.6,15.0,5.7,1000.0,4.8,18.5,10.0,14.0,4.9,1000.0,6.0,1000.0,1.75,1000.0,5.4,1000.0,6.0,1000.0,1.36,1000.0,1.22,1000.0,1.22,1000.0,3.15,1000.0,33140608,2610482.0,508781.0,58805.0,1.226705223,1.226705268,0.0,0.0
Bulgarian A League,2024-04-02,11:00:00,Etar,Arda,4.1,6.0,1.87,2.24,3.25,4.8,1.62,2.16,1.86,2.6,1.13,9.4,1.14,8.8,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33136166,5112597.0,20731976.0,58805.0,1.226628955,1.226629,0.0,0.0
Turkish 1 Lig,2024-04-02,11:00:00,Boluspor,Genclerbirligi,2.42,2.68,3.05,3.5,3.1,3.55,1.68,1.82,2.22,2.48,1.92,2.1,1.92,2.1,8.6,11.5,9.0,12.0,5.6,23.0,6.6,65.0,4.2,9.4,4.0,7.8,11.5,16.0,6.4,48.0,5.2,17.0,10.0,13.5,5.6,23.0,6.6,70.0,6.2,40.0,6.0,34.0,6.6,60.0,7.0,1000.0,3.65,32.0,3.85,50.0,4.1,1000.0,33142055,2553026.0,50350.0,58805.0,1.226730321,1.226730368,0.0,0.0
Turkish Super League,2024-04-02,11:00:00,Istanbulspor,Rizespor,3.75,4.1,2.02,2.08,3.8,3.95,2.12,2.34,1.75,1.9,1.7,1.79,2.26,2.44,15.0,17.5,10.0,11.5,12.0,13.5,22.0,25.0,15.0,17.0,7.8,8.8,9.6,10.5,17.5,20.0,25.0,30.0,14.0,16.0,15.0,17.0,27.0,32.0,14.0,85.0,12.5,44.0,40.0,50.0,14.5,85.0,25.0,44.0,9.4,12.0,16.5,770.0,33117445,113186.0,113643.0,58805.0,1.226295462,0.0,0.0,0.0
Croatian 2 HNL,2024-04-02,11:30:00,NK Croatia Zmijavci,Sibenik,3.05,7.0,1.86,2.82,3.15,8.8,1.28,50.0,1.05,4.6,1.13,8.8,1.13,9.4,1.49,1000.0,2.3,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,2.68,1000.0,3.4,1000.0,4.4,1000.0,1.03,1000.0,5.0,1000.0,6.2,1000.0,13.5,1000.0,3.2,1000.0,1.03,1000.0,10.5,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33143846,8751049.0,2020490.0,58805.0,1.22675851,1.226758555,0.0,0.0
Serbian Super League,2024-04-02,11:30:00,FK Novi Pazar,FK Backa Topola,2.8,4.4,2.06,3.15,2.18,6.4,1.67,2.3,1.77,2.48,1.13,9.4,1.13,20.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33154956,9899252.0,14609047.0,58805.0,1.226942743,1.226942788,1.226942827,1.226942752
