League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
South Korean K League 1,2024-05-28,07:30:00,Gimcheon Sangmu,FC Seoul,2.3,2.4,3.3,3.55,3.4,3.65,1.88,2.04,1.96,2.14,1.79,1.95,2.06,2.28,10.0,14.5,11.0,14.0,19.5,26.0,7.4,75.0,8.2,10.0,7.0,8.0,13.0,16.0,7.0,48.0,12.5,15.0,9.8,12.0,15.5,19.5,7.2,65.0,21.0,36.0,22.0,29.0,7.0,50.0,7.8,130.0,5.9,21.0,6.8,42.0,8.2,1000.0,33303772,41053763.0,2479786.0,58805.0,1.229353239,1.229353284,1.229353323,1.229353248
South Korean K League 1,2024-05-28,07:30:00,Gwangju FC,Pohang Steelers,2.24,2.36,3.4,3.7,3.4,3.6,1.9,2.02,1.99,2.1,1.84,1.97,2.04,2.18,11.5,12.5,12.0,13.0,19.5,25.0,46.0,65.0,8.8,9.6,7.2,7.8,13.5,15.0,32.0,44.0,12.5,14.5,10.0,11.5,16.5,19.0,44.0,60.0,27.0,32.0,22.0,28.0,34.0,44.0,13.0,120.0,15.5,19.5,24.0,42.0,14.0,1000.0,33303771,5348611.0,1363823.0,58805.0,1.229353330,1.229353375,1.229353414,1.229353339
Estonian Premier League,2024-05-28,12:00:00,Kuressaare,Parnu JK Vaprus,2.26,2.64,2.84,3.45,3.3,4.4,2.02,2.26,1.8,1.97,1.68,1.81,1.83,3.95,1.62,18.0,1.6,15.5,1.46,24.0,1.33,1000.0,1.57,13.0,2.86,8.8,2.16,15.0,6.6,1000.0,1.62,18.0,5.0,12.5,1.78,1000.0,1.33,1000.0,1.41,1000.0,6.2,1000.0,6.6,1000.0,7.6,1000.0,1.33,17.5,1.33,1000.0,2.4,1000.0,33306937,5407305.0,12395256.0,58805.0,1.229407038,1.229407083,1.229407122,1.229407047
Swedish Allsvenskan,2024-05-28,14:00:00,Malmo FF,Elfsborg,1.45,1.47,7.6,8.2,5.2,5.4,2.52,2.7,1.59,1.66,1.8,1.87,2.14,2.26,20.0,32.0,29.0,32.0,42.0,70.0,17.0,260.0,9.6,10.5,11.0,12.0,26.0,28.0,15.5,100.0,9.0,10.0,9.0,9.8,20.0,22.0,15.0,85.0,12.0,13.5,12.5,14.0,25.0,28.0,15.5,110.0,4.7,5.6,15.5,95.0,36.0,920.0,33292118,174383.0,30684.0,58805.0,1.229202575,1.229202620,1.229202659,1.229202584
Swedish Superettan,2024-05-28,14:00:00,Degerfors,Varbergs BoIS,1.67,1.73,5.3,5.8,4.2,4.5,2.16,2.4,1.72,1.87,1.76,1.86,2.16,2.32,16.5,23.0,19.0,27.0,8.2,55.0,7.8,150.0,9.2,10.5,8.8,10.0,18.0,25.0,7.6,75.0,9.8,11.0,9.0,10.5,17.0,24.0,7.6,80.0,15.5,21.0,15.0,16.5,23.0,32.0,7.4,120.0,4.3,8.6,8.2,80.0,8.0,890.0,33291379,784612.0,6225055.0,58805.0,1.229194626,1.229194671,1.229194710,1.229194635
Austrian Bundesliga,2024-05-28,14:00:00,Hartberg,Austria Vienna,2.94,3.15,2.36,2.4,3.9,4.2,2.2,2.36,1.74,1.84,1.61,1.77,2.3,2.64,15.0,18.5,11.0,13.5,15.5,18.0,6.0,38.0,12.5,16.0,8.0,9.6,10.5,13.0,19.0,26.0,19.0,25.0,11.0,14.5,14.0,18.0,6.2,40.0,6.2,55.0,24.0,36.0,6.4,44.0,6.4,90.0,5.5,26.0,5.0,18.0,6.8,640.0,33302978,345648.0,65352.0,58805.0,1.229341040,1.229341085,1.229341124,1.229341049
Norwegian 1st Division,2024-05-28,14:00:00,Start,Sogndal,2.96,3.2,2.4,2.5,3.6,3.8,2.14,2.38,1.73,1.88,1.63,1.75,2.34,2.58,14.0,19.5,11.0,14.0,5.0,19.0,5.8,38.0,4.8,16.5,7.6,9.0,10.0,13.0,5.7,27.0,5.3,25.0,11.0,15.0,12.0,980.0,5.8,38.0,6.0,55.0,5.7,34.0,5.9,42.0,6.2,85.0,5.4,26.0,4.9,18.0,6.8,1000.0,33304297,774893.0,31322.0,58805.0,1.229360008,1.229360053,1.229360092,1.229360017
Estonian Premier League,2024-05-28,14:00:00,Nomme Kalju,Nomme Utd,1.2,1.25,12.0,22.0,6.6,8.8,2.44,5.8,1.44,1.69,1.98,2.36,1.73,2.02,3.35,1000.0,3.35,1000.0,1.98,1000.0,1.98,1000.0,9.0,13.5,12.5,21.0,7.2,1000.0,4.3,1000.0,7.0,10.0,4.1,14.0,10.5,1000.0,1.98,1000.0,8.0,11.5,10.0,16.5,2.24,1000.0,1.98,1000.0,2.3,4.1,1.98,1000.0,1.98,1000.0,33307056,4007449.0,10443529.0,58805.0,1.229406948,1.229406993,1.229407032,1.229406957
Italian Serie C,2024-05-28,16:00:00,Calcio Avellino SSD,LR Vicenza Virtus,1.73,1000.0,1.06,1000.0,1.29,950.0,1.18,15.5,1.07,7.8,1.12,1000.0,1.12,1000.0,1.49,1000.0,2.86,1000.0,1.03,1000.0,2.92,1000.0,2.32,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,3.75,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33307450,20530702.0,19857199.0,58805.0,1.229413253,1.229413298,1.229413337,1.229413262
Italian Serie C,2024-05-28,16:00:00,Carrarese,Benevento,1.85,1000.0,2.78,1000.0,1.54,4.6,1.18,12.5,1.09,7.8,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,4.8,1000.0,1.03,1000.0,6.2,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,16.5,1000.0,1.03,1000.0,1.03,1000.0,11.0,1000.0,22.0,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33307451,5727549.0,522054.0,58805.0,1.229413159,1.229413204,1.229413243,1.229413168
