League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Japanese J League 2,2024-06-08,03:00:00,Blaublitz Akita,Kumamoto,2.34,2.46,3.45,3.75,3.15,3.35,1.65,1.71,2.36,2.54,2.02,2.14,1.88,1.97,8.6,9.6,9.8,11.0,20.0,26.0,9.8,980.0,7.4,9.2,6.6,7.4,14.0,16.0,9.2,980.0,12.0,14.0,10.5,12.0,19.0,980.0,9.8,980.0,8.6,36.0,9.8,34.0,9.4,980.0,10.5,980.0,8.2,32.0,9.6,980.0,11.0,1000.0,33321151,5852914.0,5021204.0,58805.0,1.229590095,1.229590140,1.229590179,1.229590104
Japanese J League 2,2024-06-08,06:00:00,Ehime,Mito,3.85,4.1,2.06,2.1,3.65,3.8,1.91,2.2,1.84,2.1,1.71,1.88,2.14,2.42,13.0,15.0,9.0,10.5,12.0,13.0,22.0,27.0,13.5,15.5,7.6,8.4,9.8,11.0,19.0,23.0,25.0,29.0,14.5,16.0,16.0,18.5,29.0,40.0,50.0,75.0,36.0,980.0,44.0,55.0,65.0,110.0,32.0,980.0,11.0,14.5,13.0,980.0,33320926,3455675.0,3455677.0,58805.0,1.229584990,1.229585035,1.229585074,1.229584999
Japanese J League 2,2024-06-08,06:00:00,Shimizu,Fujieda MYFC,1.48,1.52,7.2,8.2,4.8,5.1,2.34,2.42,1.71,1.74,1.9,2.0,2.0,2.1,17.5,21.0,24.0,30.0,8.8,980.0,9.6,980.0,7.8,9.6,9.8,11.5,22.0,32.0,9.2,1000.0,7.6,9.4,9.0,10.5,21.0,26.0,9.2,980.0,12.0,14.5,13.5,16.5,24.0,36.0,9.2,980.0,4.0,6.8,9.2,980.0,10.0,1000.0,33320927,441086.0,14196415.0,58805.0,1.229584900,1.229584945,1.229584984,1.229584909
Japanese J League 2,2024-06-08,06:00:00,Kofu,Sendai,2.62,2.72,2.96,3.1,3.35,3.5,1.87,1.99,2.02,2.16,1.8,1.88,2.14,2.26,11.0,12.5,11.0,12.5,17.5,21.0,9.6,55.0,9.6,11.0,6.8,7.6,12.0,13.5,26.0,38.0,14.5,980.0,10.5,12.5,15.5,17.5,9.6,55.0,28.0,42.0,24.0,32.0,34.0,48.0,10.5,980.0,8.0,25.0,5.9,32.0,11.5,990.0,33320836,1405179.0,442179.0,58805.0,1.229584106,1.229584151,1.229584190,1.229584115
Japanese J League 2,2024-06-08,06:00:00,Tokushima,Yokohama FC,3.9,4.3,2.12,2.2,3.3,3.55,1.68,1.77,2.3,2.46,2.04,2.16,1.86,1.96,9.2,10.5,7.2,8.2,10.5,12.5,20.0,32.0,10.5,12.5,6.8,7.8,10.0,11.5,20.0,32.0,19.5,34.0,15.0,17.5,17.5,23.0,8.2,65.0,8.6,980.0,8.4,75.0,8.6,95.0,9.0,980.0,8.6,980.0,6.6,22.0,9.4,1000.0,33319440,5026012.0,2319612.0,58805.0,1.229567057,1.229567102,1.229567141,1.229567066
Japanese J League 2,2024-06-08,07:00:00,Tochigi SC,Thespakusatsu Gunma,2.46,2.5,3.55,3.7,3.0,3.15,1.52,1.6,2.68,2.92,2.16,2.3,1.77,1.86,7.2,8.2,9.0,10.0,20.0,23.0,11.0,95.0,6.8,7.8,6.6,7.2,14.5,16.5,10.5,70.0,12.5,14.5,11.0,13.0,21.0,24.0,11.0,110.0,28.0,46.0,15.0,36.0,11.0,80.0,12.0,980.0,9.6,38.0,11.0,95.0,12.5,1000.0,33321148,5945153.0,7078090.0,58805.0,1.229590185,1.229590230,1.229590269,1.229590194
Japanese J League 2,2024-06-08,07:00:00,Renofa Yamaguchi,Jef Utd Chiba,3.45,3.6,2.28,2.36,3.45,3.6,1.54,1.95,2.06,2.86,1.87,2.48,1.68,2.16,11.0,14.0,8.8,11.0,12.5,15.5,7.0,34.0,11.5,14.0,7.2,8.2,10.0,12.5,20.0,28.0,21.0,26.0,13.0,16.5,16.5,21.0,6.4,46.0,6.8,70.0,6.4,46.0,6.6,60.0,7.0,980.0,6.4,46.0,5.4,20.0,7.4,1000.0,33320929,4233875.0,5021203.0,58805.0,1.229585080,1.229585125,1.229585164,1.229585089
Finnish Ykkonen,2024-06-08,10:00:00,KPV,FC Jazz,1.81,1.95,3.7,4.2,4.3,5.0,2.86,3.25,1.44,1.54,1.5,1.59,2.68,3.0,4.5,980.0,4.8,980.0,4.9,980.0,4.8,980.0,4.2,19.5,4.0,14.0,4.1,980.0,4.7,980.0,4.2,19.0,3.95,13.5,4.2,980.0,4.6,980.0,4.4,980.0,4.1,980.0,4.4,980.0,4.8,980.0,2.98,55.0,4.3,980.0,5.0,980.0,33331568,1130626.0,344796.0,58805.0,1.229699679,1.229699724,1.229699763,1.229699688
Finnish Veikkausliiga,2024-06-08,11:00:00,KuPS,AC Oulu,1.55,1.56,6.8,7.0,4.6,4.8,2.18,2.28,1.79,1.84,1.92,2.0,2.0,2.1,16.5,18.0,21.0,25.0,48.0,60.0,50.0,250.0,8.2,9.0,9.4,10.5,23.0,26.0,38.0,200.0,8.6,9.2,9.2,10.0,21.0,23.0,36.0,90.0,13.0,14.0,14.0,15.5,30.0,34.0,40.0,130.0,6.6,7.6,48.0,110.0,150.0,1000.0,33320040,139510.0,396699.0,58805.0,1.229570820,1.229570865,1.229570904,1.229570829
Finnish Veikkausliiga,2024-06-08,11:00:00,EIF,Gnistan,3.5,3.55,2.22,2.24,3.65,3.75,2.06,2.12,1.89,1.95,1.72,1.8,2.24,2.4,14.0,15.0,10.0,11.0,13.0,14.5,25.0,28.0,13.5,14.5,7.6,8.2,10.0,11.0,20.0,22.0,23.0,25.0,13.5,14.5,15.5,17.5,30.0,34.0,48.0,65.0,34.0,38.0,42.0,48.0,55.0,85.0,30.0,34.0,13.5,15.5,130.0,980.0,33321365,502408.0,495186.0,58805.0,1.229594310,1.229594355,1.229594394,1.229594319
