League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Uruguay Primera División,2024-08-27,13:30:00,2,Racing,Wanderers,3.07,2.11,3.83,2.24,3.26,3.19,1.45,2.72,1.07,7.5,1.4,2.85,2.15,1.63,1.8,1.83,1.36,1.3,1.55,0.82,1.09,1.35,1.26,2.61,1.67,8.0,2.5,1.33,3.0,1.51,2.37,1.95,1.77,2.47,1.48,3.2,1.3
Norway First Division,2024-08-27,14:00:00,20,Kongsvinger,Sandnes Ulf,1.8,2.88,6.0,1.47,4.6,5.64,1.2,4.33,0.0,30.0,1.08,6.15,1.36,3.1,1.53,2.38,1.08,1.13,3.05,1.78,0.56,1.84,0.94,2.78,1.3,10.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.88,0.0,0.0
Sweden Superettan,2024-08-27,14:00:00,20,Brage,Helsingborg,2.88,2.2,3.75,1.9,3.55,3.71,1.36,3.0,1.04,13.0,1.28,3.75,1.8,1.9,1.7,2.05,1.38,1.25,1.68,2.22,2.11,1.59,1.52,3.11,1.79,6.75,2.08,1.18,4.2,1.32,3.05,1.53,2.3,1.84,1.84,2.3,1.54
Sweden Superettan,2024-08-27,14:00:00,20,Utsikten,Örebro,3.1,2.25,3.2,2.34,3.35,2.87,1.36,3.0,1.05,13.25,1.25,3.97,1.84,1.86,1.62,2.2,1.46,1.28,1.55,1.56,0.56,1.48,1.34,2.82,1.75,6.4,2.15,1.23,3.65,1.41,2.65,1.68,2.05,2.05,1.68,2.55,1.44
Spain La Liga,2024-08-27,14:00:00,3,RCD Mallorca,Sevilla FC,3.0,1.96,4.33,2.25,3.06,3.56,1.58,2.45,1.1,7.5,1.5,2.65,2.47,1.54,2.1,1.72,1.3,1.32,1.7,1.0,1.0,1.51,1.71,3.22,1.55,6.5,2.7,1.36,2.8,1.62,2.14,1.98,1.72,2.55,1.44,3.3,1.27
Italy Serie B,2024-08-27,15:30:00,3,Cittadella,Pisa,3.24,2.05,3.38,2.51,3.19,2.94,1.44,2.67,1.03,8.0,1.33,2.93,2.12,1.72,1.84,1.9,1.47,1.33,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie B,2024-08-27,15:30:00,3,Carrarese,Südtirol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie B,2024-08-27,15:30:00,3,Frosinone,Modena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.15,0.83,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie B,2024-08-27,15:30:00,3,Bari 1908,Sassuolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.55,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie B,2024-08-27,15:30:00,3,Reggiana,Brescia,3.02,2.0,3.82,2.41,3.14,3.13,1.48,2.55,1.04,7.3,1.38,2.72,2.29,1.63,1.94,1.81,1.37,1.35,1.58,1.0,0.0,1.28,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
