League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Japan J1 League,2024-05-29,07:00:00,9,Yokohama F. Marinos,Kashiwa Reysol,2.8,2.15,3.35,2.28,3.56,2.77,1.33,3.0,1.04,10.0,1.23,4.37,1.6,2.25,1.55,2.25,1.38,1.25,1.6,1.2,1.43,1.88,1.49,3.37,1.85,8.5,2.15,1.13,5.0,1.25,3.6,1.42,2.62,1.7,2.13,2.08,1.74
South Korea K League 1,2024-05-29,07:30:00,15,Incheon United,Ulsan,3.6,2.05,2.9,2.95,3.3,2.3,1.42,2.65,1.05,10.5,1.3,3.2,1.95,1.8,1.75,1.95,1.5,1.3,1.32,1.14,1.43,1.58,1.48,3.06,2.2,7.5,1.91,1.47,2.55,1.83,1.97,2.3,1.58,3.18,1.28,4.55,1.14
South Korea K League 1,2024-05-29,07:30:00,15,Daejeon Citizen,Jeju United,2.9,2.1,3.5,2.3,3.3,2.95,1.4,2.7,1.05,11.0,1.28,3.3,1.95,1.8,1.72,2.0,1.35,1.28,1.58,1.33,0.71,1.24,1.65,2.89,1.95,7.5,2.1,1.4,2.72,1.8,2.0,2.24,1.62,2.98,1.32,4.25,1.17
South Korea K League 1,2024-05-29,07:30:00,15,Suwon,Daegu,2.85,2.1,3.6,2.3,3.3,2.95,1.41,2.78,1.05,11.0,1.3,3.3,1.87,1.87,1.75,2.0,1.36,1.28,1.57,1.43,1.14,1.81,1.53,3.34,1.85,7.5,2.29,1.45,2.61,2.0,1.8,2.28,1.59,3.2,1.28,4.6,1.14
South Korea K League 1,2024-05-29,07:30:00,15,Gangwon,Jeonbuk Motors,3.25,2.05,3.36,2.4,3.25,2.8,1.42,2.97,1.03,8.2,1.3,3.1,1.87,1.87,1.78,2.07,1.48,1.36,1.5,1.71,1.0,1.86,1.48,3.34,1.75,7.5,2.45,1.4,2.72,1.8,2.0,2.24,1.62,2.98,1.32,4.25,1.17
Estonia Meistriliiga,2024-05-29,13:00:00,13,Tallinna Kalev,Tallinna FC Flora,5.0,2.4,2.05,5.0,4.2,1.55,1.29,3.4,1.03,9.4,1.18,4.5,1.55,2.35,1.67,2.1,2.5,1.2,1.15,1.25,1.83,1.5,1.79,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2024-05-29,13:00:00,13,Paide,Tallinna FC Levadia,4.5,2.25,2.2,4.33,3.75,1.72,1.33,3.25,1.01,11.0,1.25,3.75,1.72,2.05,1.75,2.0,2.05,1.2,1.15,2.0,2.57,2.27,2.64,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-05-29,14:00:00,19,FK Bodo - Glimt,Sandefjord,1.57,2.95,7.0,1.24,6.5,12.0,1.18,4.33,1.01,29.0,1.09,7.0,1.29,3.15,1.75,1.93,1.04,1.1,4.2,2.2,0.2,1.48,1.37,2.85,1.19,13.0,5.65,1.11,5.15,1.25,3.42,1.46,2.52,1.79,1.96,2.23,1.58
Norway Eliteserien,2024-05-29,14:00:00,18,Brann,Kristiansund,1.58,3.19,9.45,1.22,7.0,13.0,1.21,4.15,1.01,31.5,1.08,5.85,1.34,2.91,1.87,1.93,1.06,1.11,4.38,2.0,0.8,1.93,0.94,2.87,1.05,19.0,11.0,0.0,0.0,1.11,5.25,1.23,3.56,1.42,2.65,1.7,2.05
Norway Eliteserien,2024-05-29,14:00:00,18,Tromsø,Fredrikstad,3.08,2.22,3.57,2.45,3.4,2.95,1.42,2.97,1.02,8.5,1.3,3.1,2.1,1.75,1.79,2.06,1.43,1.36,1.55,1.2,2.6,1.53,1.15,2.68,1.71,9.1,2.51,1.24,3.48,1.7,2.05,1.77,1.95,1.95,1.77,3.08,1.3
