League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Japan J1 League,2024-05-29,07:00:00,9,Yokohama F. Marinos,Kashiwa Reysol,2.8,2.15,3.35,2.2,3.5,2.87,1.33,3.0,1.04,10.0,1.23,4.37,1.62,2.11,1.55,2.25,1.38,1.25,1.6,1.2,1.43,1.88,1.49,3.37,0.0,0.0,0.0,1.13,5.0,1.25,3.6,1.42,2.62,1.7,2.13,2.08,1.74
South Korea K League 1,2024-05-29,07:30:00,15,Gangwon,Jeonbuk Motors,3.25,2.05,3.36,2.35,3.15,2.8,1.42,2.97,1.03,8.2,1.3,3.1,1.93,1.83,1.78,2.07,1.48,1.36,1.5,1.71,1.0,1.86,1.48,3.34,1.75,7.5,2.45,1.4,2.72,1.8,2.0,2.24,1.62,2.98,1.32,4.25,1.17
South Korea K League 1,2024-05-29,07:30:00,15,Suwon,Daegu,2.85,2.1,3.6,2.16,3.3,3.0,1.41,2.78,1.05,11.0,1.3,3.3,1.92,1.84,1.75,2.0,1.36,1.28,1.57,1.43,1.14,1.81,1.53,3.34,1.85,7.5,2.29,1.45,2.61,2.0,1.8,2.28,1.59,3.2,1.28,4.6,1.14
South Korea K League 1,2024-05-29,07:30:00,15,Incheon United,Ulsan,3.6,2.05,2.9,3.0,3.2,2.2,1.42,2.65,1.05,10.5,1.3,3.2,1.98,1.77,1.75,1.95,1.5,1.3,1.32,1.14,1.43,1.58,1.48,3.06,2.2,7.5,1.91,1.47,2.55,1.83,1.97,2.3,1.58,3.18,1.28,4.55,1.14
South Korea K League 1,2024-05-29,07:30:00,15,Daejeon Citizen,Jeju United,2.9,2.1,3.5,2.16,3.3,3.0,1.4,2.7,1.05,11.0,1.28,3.3,1.93,1.82,1.72,2.0,1.35,1.28,1.58,1.33,0.71,1.24,1.65,2.89,1.95,7.5,2.1,1.4,2.72,1.8,2.0,2.24,1.62,2.98,1.32,4.25,1.17
Estonia Meistriliiga,2024-05-29,13:00:00,13,Tallinna Kalev,Tallinna FC Flora,0.0,0.0,0.0,5.14,4.2,1.55,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.13,0.0,0.0,0.0,0.0,0.0,1.25,1.83,1.5,1.79,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2024-05-29,13:00:00,13,Paide,Tallinna FC Levadia,0.0,0.0,0.0,3.97,3.75,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.57,2.27,2.64,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Allsvenskan,2024-05-29,14:00:00,17,Mjällby,Häcken,3.2,2.2,3.2,2.74,3.53,2.49,1.36,3.2,1.04,13.0,1.26,4.0,1.68,2.06,1.63,2.25,1.52,1.25,1.52,1.83,1.4,1.51,1.68,3.19,1.87,7.5,2.3,0.0,0.0,1.22,4.0,1.4,2.8,1.68,2.1,2.12,1.66
Norway Eliteserien,2024-05-29,14:00:00,18,Tromsø,Fredrikstad,3.08,2.22,3.57,2.43,3.1,2.81,1.42,2.97,1.02,8.5,1.3,3.1,2.0,1.7,1.79,2.06,1.43,1.36,1.55,1.2,2.6,1.53,1.15,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-05-29,14:00:00,18,Brann,Kristiansund,1.58,3.19,9.45,1.18,6.95,9.9,1.21,4.15,1.01,31.5,1.08,5.85,1.34,2.91,1.87,1.93,1.06,1.11,4.38,2.0,0.8,1.9,0.91,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway Eliteserien,2024-05-29,14:00:00,19,FK Bodo - Glimt,Sandefjord,1.57,2.95,7.0,1.17,7.3,10.3,1.18,4.33,1.01,29.0,1.09,7.0,1.29,3.15,1.75,1.93,1.04,1.1,4.2,2.2,0.2,1.48,1.41,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
