League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Mexico Liga MX,2023-05-12,00:10:00,0,Tigres UANL,Toluca,1.89,3.77,3.62,1.03,17.5,1.2,4.5,1.58,2.25,1.29,3.5,1.57,2.25,1.2,1.27,1.85,1.68,1.76,2.14,1.51,3.65,1.59,8.5,2.89,1.22,1.42,1.83,2.25,3.1
Australia A-League,2023-05-12,06:45:00,0,Sydney FC,Melbourne City FC,2.64,3.22,2.26,1.03,17.0,1.13,4.9,1.53,2.35,1.29,3.5,1.44,2.63,1.57,1.27,1.49,1.52,2.12,1.86,1.9,3.76,1.92,9.3,2.18,1.17,1.35,1.61,2.03,2.65
Japan J1 League,2023-05-12,07:30:00,13,Tokyo,Kawasaki Frontale,2.71,3.15,2.42,1.03,8.4,1.3,3.3,1.85,1.79,1.4,2.75,1.72,2.05,1.6,1.25,1.38,2.0,2.0,1.34,1.33,2.67,2.1,7.5,1.95,1.52,1.88,2.36,2.8,0.0
Bulgaria First League,2023-05-12,11:00:00,1,OFK Pirin,Hebar 1918,1.82,2.91,3.6,1.08,6.5,1.44,2.59,2.24,1.46,1.48,2.3,1.9,1.8,1.21,1.28,1.64,0.93,1.13,1.34,0.99,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-05-12,11:30:00,8,Voluntari,Botoşani,1.86,2.9,3.24,1.1,6.5,1.49,2.55,2.14,1.51,1.51,2.4,2.0,1.75,1.2,1.28,1.72,1.32,0.94,1.28,1.27,2.55,1.69,7.5,2.66,1.4,1.8,2.32,3.15,4.8
Norway First Division,2023-05-12,12:00:00,7,Sandnes Ulf,Kristiansund,2.66,3.31,2.08,1.03,18.25,1.18,4.87,1.53,2.24,1.29,3.3,1.53,2.38,1.68,1.28,1.38,1.33,1.5,1.58,1.55,3.13,2.43,8.5,1.75,0.0,1.24,1.43,1.74,2.2
Poland Ekstraklasa,2023-05-12,13:00:00,32,Piast Gliwice,Korona Kielce,1.73,3.33,3.99,1.06,8.75,1.32,3.1,1.91,1.7,1.41,2.65,1.87,1.82,1.24,1.28,1.87,1.27,0.73,1.6,1.54,3.14,1.45,8.5,3.2,1.22,1.38,1.7,2.13,2.8
Croatia Prva HNL,2023-05-12,13:00:00,34,Slaven Koprivnica,Lokomotiva Zagreb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.81,1.42,1.45,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia Meistriliiga,2023-05-12,13:00:00,12,Nõmme Kalju,Harju Jalgpallikool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.42,1.11,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria 2. Liga,2023-05-12,13:10:00,27,First Vienna,Sturm Graz II,1.97,3.26,2.89,0.0,0.0,0.0,0.0,1.67,1.99,0.0,0.0,1.57,2.25,0.0,0.0,0.0,1.46,1.46,1.37,1.75,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
