League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Serbia SuperLiga,2024-02-09,11:30:00,20,Radnik Surdulica,Čukarički,4.2,2.15,2.4,3.85,3.35,1.85,1.36,3.0,1.05,9.0,1.3,3.4,1.85,1.85,1.8,1.91,1.85,1.29,1.22,0.78,1.44,1.31,1.68,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2024-02-09,12:00:00,25,Oţelul Galaţi,U Craiova 1948,3.13,2.0,3.5,2.55,3.1,2.75,1.42,2.65,1.06,10.0,1.3,3.2,2.01,1.78,1.75,1.95,1.41,1.33,1.5,0.75,0.92,1.47,1.35,2.82,1.82,7.5,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia Prva HNL,2024-02-09,13:00:00,22,Varaždin,Rudeš,2.05,2.3,4.8,1.58,3.88,5.22,1.33,3.25,1.04,10.0,1.25,3.75,1.85,1.88,1.8,1.91,1.12,1.22,2.38,1.3,0.08,1.39,1.06,2.45,1.59,8.0,2.9,1.27,3.28,1.51,2.32,1.95,1.85,2.45,1.46,3.34,1.26
Slovakia Super Liga,2024-02-09,13:30:00,19,Žilina,Slovan Bratislava,3.6,2.4,2.38,3.6,3.6,1.85,1.25,3.75,1.01,11.0,1.13,5.0,1.46,2.36,1.44,2.63,1.88,1.25,1.3,2.67,2.44,2.27,1.79,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,1.88,0.0,0.0,0.0,0.0
Poland Ekstraklasa,2024-02-09,14:00:00,20,Stal Mielec,Puszcza Niepołomice,2.65,2.0,4.2,2.0,3.3,3.6,1.45,2.55,1.07,9.95,1.37,3.1,1.94,1.9,1.9,1.8,1.3,1.32,1.78,1.75,0.5,1.43,1.35,2.78,1.82,8.0,2.33,1.27,3.55,1.46,2.52,1.85,1.95,2.37,1.51,3.2,1.3
Turkey Süper Lig,2024-02-09,14:00:00,25,Adana Demirspor,Kasımpaşa,2.73,2.6,3.48,2.11,3.78,2.68,1.25,3.7,1.02,19.0,1.15,5.17,1.43,2.55,1.42,2.6,1.4,1.28,1.72,2.0,1.25,1.45,1.34,2.79,2.05,8.5,2.0,0.0,0.0,1.24,3.85,1.43,2.7,1.74,2.02,2.2,1.62
Germany 2. Bundesliga,2024-02-09,14:30:00,21,Hamburger SV,Hannover 96,2.25,2.5,4.33,1.67,4.0,4.5,1.25,3.75,1.02,21.0,1.16,5.4,1.45,2.55,1.5,2.5,1.18,1.18,2.05,2.33,1.0,2.03,0.99,3.02,1.45,9.0,3.32,1.18,4.1,1.36,2.79,1.64,2.12,2.05,1.7,2.72,1.4
Germany 2. Bundesliga,2024-02-09,14:30:00,21,Wehen Wiesbaden,Nürnberg,2.7,2.25,3.4,2.55,3.4,2.55,1.3,3.25,1.03,16.5,1.2,4.6,1.59,2.08,1.52,2.35,1.4,1.3,1.65,1.67,1.3,1.19,1.34,2.53,2.05,8.5,1.95,1.14,4.7,1.29,3.14,1.53,2.33,1.95,1.85,2.44,1.49
Romania Liga I,2024-02-09,15:00:00,25,CS U Craiova,Universitatea Cluj,2.4,2.1,4.75,1.85,3.4,4.1,1.43,2.63,1.06,7.5,1.36,2.9,2.05,1.67,1.91,1.8,1.25,1.3,1.88,1.75,1.67,1.72,1.35,3.07,1.51,8.5,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal LigaPro,2024-02-09,15:00:00,21,UD Oliveirense,Torreense,3.75,2.05,2.9,2.9,3.0,2.3,1.43,2.63,1.06,7.5,1.36,2.9,2.05,1.7,1.8,1.91,1.57,1.33,1.4,1.0,1.2,1.42,1.14,2.56,2.1,7.5,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
