League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Egypt Egyptian Premier League,2023-09-21,10:00:00,1,Pharco,Coca-Cola,2.88,3.0,2.55,0.0,0.0,1.44,2.4,2.5,1.5,0.0,0.0,2.04,1.74,1.49,1.38,1.4,0.0,0.0,0.0,0.0,0.0,2.4,7.0,1.85,0.0,1.71,2.12,0.0,0.0
Serbia SuperLiga,2023-09-21,11:30:00,8,IMT Novi Beograd,Radnički Kragujevac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,1.44,1.4,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-09-21,13:00:00,1,Al Ittihad,Ceramica Cleopatra,3.0,3.2,2.4,0.0,0.0,0.0,0.0,2.05,1.61,0.0,0.0,1.83,1.87,1.59,1.34,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt Egyptian Premier League,2023-09-21,13:00:00,1,Pyramids FC,Zamalek,1.95,3.4,3.9,0.0,0.0,0.0,0.0,1.83,1.8,0.0,0.0,1.77,1.94,1.25,1.28,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania Liga I,2023-09-21,14:00:00,5,Hermannstadt,FCSB,3.25,3.0,1.95,1.06,7.2,1.33,3.1,2.02,1.75,1.45,2.6,1.87,1.87,1.78,1.25,1.18,1.75,2.25,1.79,1.42,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-09-21,17:00:00,5,Belgrano,Platense,2.13,2.99,3.93,1.12,6.95,1.55,2.47,2.73,1.43,1.57,2.29,2.29,1.56,1.25,1.3,1.78,1.73,0.8,1.36,1.2,2.56,1.82,7.5,2.42,1.32,1.59,2.1,2.77,4.1
Argentina Primera División,2023-09-21,18:30:00,5,Unión Santa Fe,Godoy Cruz,2.5,3.2,2.75,1.09,8.05,1.48,2.69,2.35,1.57,1.53,2.38,2.0,1.73,1.4,1.3,1.53,1.27,0.94,1.65,1.31,2.96,1.75,8.0,2.52,1.32,1.62,2.1,2.8,4.1
Brazil Serie A,2023-09-21,19:00:00,24,Vasco da Gama,Coritiba,1.8,3.25,4.5,0.0,0.0,0.0,0.0,2.15,1.57,0.0,0.0,2.1,1.67,0.0,0.0,0.0,1.18,0.45,1.66,1.29,2.95,1.57,8.5,2.8,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-09-21,19:15:00,5,Argentinos Juniors,Talleres Córdoba,2.3,3.2,3.2,1.09,6.2,1.43,2.88,2.35,1.57,1.53,2.38,2.0,1.73,1.3,1.3,1.68,1.87,1.87,1.8,1.36,3.16,1.64,8.0,2.77,1.29,1.51,2.0,2.47,3.5
Brazil Serie A,2023-09-21,19:30:00,24,Atlético PR,Internacional,2.05,3.2,3.5,0.0,0.0,0.0,0.0,2.05,1.67,0.0,0.0,1.95,1.8,0.0,0.0,0.0,2.08,0.92,1.94,1.25,3.19,1.73,8.0,2.43,0.0,0.0,1.83,0.0,0.0
Argentina Primera División,2023-09-21,21:00:00,5,River Plate,Atlético Tucumán,1.44,4.33,7.0,1.03,13.0,1.25,3.77,1.9,1.9,1.36,3.0,2.1,1.67,1.07,1.17,2.9,2.8,1.06,1.81,1.26,3.07,1.3,9.5,4.44,1.3,1.55,1.98,2.65,3.8
