League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Egypt Egyptian Premier League,2023-05-30,14:00:00,23,Zamalek,El Geish,1.9,3.0,4.0,1.05,7.0,1.42,2.45,2.45,1.48,1.46,2.23,2.0,1.66,1.2,1.31,1.59,2.08,0.71,1.61,1.32,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-05-30,14:00:00,36,Fatih Karagümrük,Kayserispor,2.2,3.5,2.62,1.02,23.0,1.11,5.5,1.4,2.75,1.22,4.04,1.38,2.9,1.36,1.24,1.77,1.25,1.25,1.5,1.35,2.85,1.68,5.75,2.45,1.24,1.46,1.74,2.27,3.3
Turkey Süper Lig,2023-05-30,14:00:00,36,Sivasspor,Konyaspor,2.05,3.2,3.2,1.05,12.5,1.27,3.83,1.8,1.85,1.38,2.9,1.65,2.1,1.34,1.3,1.7,1.13,1.69,1.72,1.55,3.27,1.58,5.75,2.7,0.0,1.6,1.9,2.5,0.0
Turkey Süper Lig,2023-05-30,14:00:00,36,Alanyaspor,Kasımpaşa,2.25,3.4,2.65,1.03,11.0,1.17,4.5,1.5,2.4,1.29,3.5,1.5,2.5,1.47,1.3,1.66,1.65,1.0,1.46,1.27,2.73,1.44,6.0,3.1,1.19,1.39,1.72,2.1,2.75
Turkey Süper Lig,2023-05-30,14:00:00,36,İstanbulspor,Adana Demirspor,3.1,3.6,1.95,1.02,15.0,1.11,6.0,1.36,3.1,1.25,3.75,1.36,3.0,1.78,1.27,1.35,1.13,1.44,1.18,1.78,2.96,2.66,6.25,1.64,1.2,1.4,1.72,2.1,2.84
Turkey Süper Lig,2023-05-30,14:00:00,36,İstanbul Başakşehir,Gazişehir Gaziantep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,1.62,1.42,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-05-30,14:00:00,36,Giresunspor,Trabzonspor,2.6,3.3,2.3,1.03,11.0,1.2,4.33,1.53,2.25,1.33,3.25,1.53,2.38,1.6,1.3,1.5,1.19,0.88,1.84,1.7,3.54,2.25,5.75,1.83,1.24,1.52,1.85,2.3,3.08
Turkey Süper Lig,2023-05-30,14:00:00,36,Ankaragücü,Galatasaray,5.0,4.0,1.5,1.02,13.0,1.15,4.75,1.44,2.6,1.29,3.5,1.6,2.25,2.6,1.22,1.18,1.38,2.19,1.64,2.21,3.85,3.25,6.5,1.4,1.17,1.45,1.6,1.9,2.4
Turkey Süper Lig,2023-05-30,14:00:00,36,Hatayspor,Ümraniyespor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88,1.57,1.56,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkey Süper Lig,2023-05-30,14:00:00,36,Fenerbahçe,Antalyaspor,1.33,4.5,7.0,1.02,21.0,1.15,5.17,1.57,2.25,1.28,4.0,1.73,2.0,1.11,1.2,3.2,2.19,0.88,2.06,1.28,3.34,1.16,7.5,5.75,1.24,1.55,1.85,2.3,3.3
Denmark Superliga,2023-05-30,14:00:00,9,Randers,AGF,3.6,3.3,1.95,1.02,9.5,1.22,3.7,1.8,1.83,1.36,3.0,1.75,2.0,1.88,1.24,1.28,1.4,1.53,1.61,1.51,3.12,2.41,9.2,1.8,1.2,1.4,1.72,2.15,2.79
Italy Serie B,2023-05-30,15:30:00,0,Cagliari,Parma,1.95,3.5,3.8,1.0,13.0,1.23,4.35,1.64,2.09,1.36,3.3,1.64,2.31,1.27,1.31,1.89,1.62,1.61,1.75,1.68,3.43,1.75,8.0,2.44,0.0,0.0,0.0,0.0,0.0
Paraguay Division Profesional,2023-05-30,20:00:00,20,Tacuary,Sportivo Luqueño,2.87,3.32,2.37,0.0,0.0,0.0,0.0,1.99,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.78,1.24,1.31,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie C,2023-05-30,20:00:00,5,Remo,Confiança,1.8,3.34,4.46,1.05,10.25,1.29,3.25,2.14,1.69,1.46,2.53,1.95,1.81,1.16,1.28,1.92,0.0,1.5,2.07,0.89,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia Categoria Primera B,2023-05-30,20:00:00,20,Llaneros,Real Cartagena,1.89,3.32,4.0,1.05,7.4,1.39,2.94,2.2,1.6,1.4,2.41,1.83,1.74,1.16,1.27,1.71,2.67,1.44,1.41,1.58,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
