League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Europe UEFA Champions League,2023-07-25,13:00:00,0,Žalgiris,Galatasaray,4.75,3.7,1.75,1.05,9.75,1.28,3.4,1.83,1.83,1.35,3.05,1.85,1.91,2.41,1.22,1.14,2.0,0.0,1.51,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe UEFA Champions League,2023-07-25,13:00:00,0,HJK,Molde,3.75,3.3,2.05,1.06,8.0,1.38,2.9,2.0,1.67,1.47,2.5,1.95,1.8,1.78,1.25,1.25,2.0,0.0,1.26,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe UEFA Champions League,2023-07-25,15:00:00,0,Dnipro-1,Panathinaikos,2.55,3.2,2.87,1.07,8.0,1.36,2.95,2.05,1.67,1.43,2.6,1.87,1.85,1.5,1.33,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe UEFA Champions League,2023-07-25,15:00:00,0,Dinamo Zagreb,Astana,1.61,3.8,5.5,1.05,9.75,1.28,3.4,1.83,1.83,1.37,2.96,1.92,1.84,1.12,1.23,2.46,0.0,2.0,0.0,1.86,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-07-25,15:30:00,26,Barracas Central,Arsenal de Sarandí,1.85,3.0,4.2,1.09,6.5,1.5,2.45,2.45,1.5,1.53,2.38,2.2,1.62,1.23,1.33,1.8,1.54,0.38,1.13,1.08,2.21,1.74,8.8,2.52,1.3,1.57,2.0,2.58,3.48
Europe UEFA Champions League,2023-07-25,15:30:00,0,Servette,KRC Genk,3.2,3.4,2.2,1.05,9.0,1.29,3.5,1.75,1.87,1.36,3.0,1.73,2.0,1.6,1.29,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe UEFA Champions League,2023-07-25,16:00:00,0,Zrinjski,Slovan Bratislava,2.6,3.1,2.87,1.07,8.0,1.36,2.9,2.1,1.6,1.46,2.61,1.87,1.89,1.4,1.37,1.47,1.5,2.0,2.03,0.89,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe UEFA Champions League,2023-07-25,16:15:00,0,Breidablik,København,6.5,3.9,1.57,1.06,9.5,1.31,3.2,1.91,1.73,1.42,2.75,1.96,1.8,2.15,1.27,1.17,3.0,0.0,1.42,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina Primera División,2023-07-25,18:00:00,26,Colón,Tigre,2.35,3.0,2.8,1.07,7.75,1.36,2.87,2.1,1.67,1.44,2.63,1.91,1.91,1.38,1.32,1.55,1.23,1.0,1.49,1.46,2.95,1.95,8.7,2.15,1.29,1.56,1.97,2.58,3.48
Chile Primera División,2023-07-25,19:00:00,18,Ñublense,Colo-Colo,2.7,2.9,2.45,1.06,8.0,1.33,3.25,2.1,1.6,1.42,2.65,1.87,1.9,1.72,1.25,1.3,1.11,1.29,1.63,1.27,2.9,2.44,8.0,1.75,1.35,1.63,2.1,2.8,4.1
Argentina Primera División,2023-07-25,20:30:00,26,Instituto,Lanús,2.77,2.8,2.9,1.1,6.39,1.52,2.35,2.59,1.42,1.57,2.25,2.1,1.67,1.44,1.33,1.47,1.38,1.23,1.54,1.35,2.89,1.78,8.7,2.45,1.33,1.64,2.11,2.76,3.84
