League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Bulgaria First League,2023-06-05,12:30:00,5,OFK Pirin,Spartak Varna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.35,1.37,1.08,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-06-05,12:30:00,5,Septemvri Sofia,Botev Vratsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.38,1.42,1.2,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria First League,2023-06-05,12:30:00,5,Hebar 1918,Beroe,2.0,3.2,3.4,1.07,7.5,1.36,3.0,2.01,1.61,1.4,2.75,1.85,1.91,1.25,1.33,1.7,0.56,0.63,1.08,1.17,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Republic of Ireland Premier Division,2023-06-05,13:00:00,19,Dundalk,UCD,1.23,5.5,11.0,1.04,10.5,1.25,3.6,1.77,1.96,1.32,3.1,2.15,1.61,1.05,1.17,3.28,1.67,0.11,1.57,1.1,2.67,1.21,11.75,5.5,1.24,1.51,1.83,2.25,3.04
Republic of Ireland Premier Division,2023-06-05,13:00:00,19,Cork City,Bohemians,3.75,3.3,1.95,1.04,11.0,1.25,3.6,2.08,1.68,1.32,3.1,1.7,2.0,1.78,1.26,1.3,1.44,1.89,1.28,1.15,2.43,2.61,9.1,1.67,1.25,1.54,1.88,2.32,3.2
Egypt Egyptian Premier League,2023-06-05,14:00:00,30,Zamalek,Al Ittihad,1.63,3.4,5.1,1.03,8.2,1.3,3.08,2.04,1.68,1.43,2.7,1.92,1.79,1.16,1.28,2.11,2.14,1.21,1.62,1.44,3.06,1.5,9.5,3.0,0.0,1.35,1.68,2.06,2.67
Republic of Ireland Premier Division,2023-06-05,14:00:00,19,Sligo Rovers,Shamrock Rovers,4.3,3.55,1.75,1.06,8.0,1.33,3.1,1.98,1.75,1.4,2.7,1.78,1.9,1.71,1.32,1.28,1.33,2.0,1.48,1.6,3.08,2.56,9.3,1.68,1.25,1.36,1.69,2.08,2.72
Sweden Allsvenskan,2023-06-05,14:00:00,11,Varberg,Häcken,7.0,4.4,1.36,1.02,20.5,1.17,5.1,1.62,2.11,1.27,3.6,1.75,2.0,2.8,1.18,1.13,0.6,1.4,1.11,1.66,2.77,3.66,10.5,1.4,1.11,1.25,1.47,1.81,2.28
Austria Bundesliga,2023-06-05,14:00:00,0,Wolfsberger AC,Austria Lustenau,1.87,3.9,3.72,0.0,0.0,0.0,0.0,1.71,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.34,1.12,0.97,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Superettan,2023-06-05,14:00:00,11,Trelleborg,Brage,2.15,3.1,3.1,1.05,12.75,1.27,3.83,1.9,1.95,1.37,2.95,1.68,2.15,1.4,1.32,1.58,1.8,0.8,1.62,1.3,2.92,1.76,9.1,2.34,1.29,1.5,1.68,2.06,2.67
Sweden Superettan,2023-06-05,14:00:00,11,Skövde AIK,AFC Eskilstuna,2.55,3.3,2.55,1.01,9.8,1.24,3.54,1.81,2.0,1.36,3.0,1.65,2.11,1.41,1.28,1.53,0.5,1.0,1.52,1.47,2.99,1.79,9.2,2.28,1.14,1.25,1.52,1.83,2.23
Egypt Egyptian Premier League,2023-06-05,14:00:00,30,Al Masry,Al Ahly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,2.8,1.58,1.94,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Allsvenskan,2023-06-05,14:10:00,11,Malmö FF,Degerfors,1.15,6.0,15.0,1.01,26.0,1.13,6.0,1.4,2.67,1.22,4.0,2.05,1.7,1.05,1.1,4.7,2.6,0.0,1.96,1.33,3.29,1.19,13.5,5.9,1.12,1.2,1.38,1.67,2.1
Argentina Prim B Nacional,2023-06-05,14:30:00,17,Club Atlético Mitre,Deportivo Madryn,1.85,3.2,4.2,1.07,6.4,1.52,2.36,2.56,1.45,1.56,2.34,2.19,1.63,1.25,1.35,1.78,1.86,1.43,1.59,1.62,3.21,1.66,8.7,2.72,1.38,1.74,2.18,2.88,4.3
Republic of Ireland Premier Division,2023-06-05,14:45:00,19,St Patrick's Athl.,Derry City,2.62,3.1,2.5,1.06,8.0,1.33,3.1,2.03,1.85,1.42,2.6,1.75,1.93,1.47,1.33,1.44,1.78,2.22,1.51,1.34,2.85,2.49,8.9,1.73,1.27,1.58,1.93,2.39,3.34
Republic of Ireland Premier Division,2023-06-05,15:45:00,19,Shelbourne,Drogheda United,1.9,3.35,3.85,1.07,7.5,1.33,3.1,2.18,1.62,1.4,2.7,1.87,1.82,1.21,1.3,1.9,1.67,1.33,1.17,1.16,2.33,1.93,8.6,2.18,1.35,1.7,2.13,2.42,3.92
Argentina Prim B Nacional,2023-06-05,17:45:00,17,Atlanta,Brown de Adrogué,2.15,3.0,3.4,1.12,5.5,1.53,2.33,2.69,1.41,1.6,2.15,2.23,1.62,1.32,1.38,1.61,1.29,0.71,1.52,1.03,2.55,1.63,8.8,2.73,1.33,1.68,2.09,2.76,3.84
Uruguay Primera División,2023-06-05,18:00:00,1,Deportivo Maldonado,Fénix,2.15,3.15,3.3,1.08,7.0,1.36,3.0,2.12,1.68,1.44,2.63,1.83,1.83,1.3,1.3,1.63,2.0,0.75,1.2,1.72,2.92,1.89,8.7,2.17,1.25,1.46,1.83,2.32,3.18
Bolivia LFPB,2023-06-05,20:00:00,16,Guabirá,Universitario de Vinto,2.16,3.25,3.2,1.04,10.5,1.28,3.3,1.98,1.85,1.38,2.75,1.68,2.05,1.32,1.31,1.64,1.57,1.57,1.6,1.54,3.14,1.95,7.5,2.1,0.0,1.8,0.0,0.0,0.0
Brazil Serie A,2023-06-05,20:00:00,9,Vasco da Gama,Flamengo,3.5,3.25,2.05,0.0,0.0,0.0,0.0,2.05,1.83,0.0,0.0,1.8,1.95,0.0,0.0,0.0,0.33,1.0,2.09,1.71,3.8,2.32,8.5,1.82,0.0,0.0,1.83,0.0,0.0
Brazil Serie D,2023-06-05,20:00:00,5,Trem,Princesa Solimões,2.8,3.2,2.25,0.0,0.0,0.0,0.0,2.15,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.79,1.07,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie C,2023-06-05,20:00:00,6,São Bernardo,Figueirense,1.51,3.8,6.4,1.08,7.0,1.4,2.75,2.1,1.6,1.51,2.4,2.3,1.55,1.08,1.22,2.2,3.0,0.5,1.81,1.25,3.06,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0
