League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
Austria 2. Liga,2023-07-30,05:30:00,1,Floridsdorfer AC,Ried,3.54,3.36,1.73,1.06,8.0,1.28,3.5,1.75,1.79,1.4,2.75,1.8,1.91,1.6,1.25,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria 2. Liga,2023-07-30,05:30:00,1,Sturm Graz II,St. Pölten,4.1,3.8,1.75,1.04,10.0,1.22,4.0,1.57,2.15,1.33,3.25,1.73,2.0,2.05,1.2,1.2,0.0,0.0,0.0,0.0,0.0,2.65,6.0,1.64,1.23,1.42,1.73,2.14,2.75
South Korea K League 2,2023-07-30,07:00:00,24,Bucheon 1995,Busan I'Park,2.52,3.25,2.4,1.06,10.0,1.33,3.1,2.07,1.62,1.41,2.7,1.8,1.95,1.42,1.25,1.4,1.7,1.91,1.31,1.5,2.81,1.95,5.0,2.15,1.51,1.93,2.3,3.2,4.7
Japan J2 League,2023-07-30,07:00:00,28,Zweigen Kanazawa,Omiya Ardija,2.06,3.65,3.15,1.04,10.0,1.22,4.0,1.57,2.16,1.33,3.25,1.67,2.1,1.22,1.22,1.8,1.67,0.15,1.48,1.27,2.75,1.66,5.75,2.45,1.22,1.44,1.93,2.12,3.05
South Korea K League 2,2023-07-30,07:30:00,24,Ansan Greeners,Cheonan City,2.13,3.35,2.85,1.05,11.5,1.3,3.3,1.9,1.9,1.4,3.01,1.7,2.1,1.33,1.28,1.65,0.8,0.2,1.54,1.24,2.78,1.58,5.75,2.75,1.41,1.85,2.2,3.08,4.4
Sweden Superettan,2023-07-30,08:00:00,16,Trelleborg,Landskrona,2.25,3.35,2.9,1.05,9.0,1.25,3.75,1.85,1.95,1.33,3.25,1.62,2.2,1.35,1.29,1.65,1.71,0.57,1.39,1.51,2.9,1.76,6.0,2.35,0.0,1.22,1.41,1.75,2.13
Germany 2. Bundesliga,2023-07-30,08:30:00,1,Greuther Fürth,Paderborn,2.45,3.2,2.45,1.03,11.0,1.2,4.33,1.57,2.15,1.3,3.4,1.53,2.38,1.47,1.28,1.51,0.0,0.0,0.0,0.0,0.0,1.62,8.1,2.86,1.26,1.51,1.83,2.25,3.0
Germany 2. Bundesliga,2023-07-30,08:30:00,1,Hansa Rostock,Nürnberg,2.35,3.1,2.65,1.07,7.5,1.33,3.1,1.9,1.75,1.4,2.75,1.73,2.0,1.41,1.32,1.52,0.0,0.0,0.0,0.0,0.0,2.02,7.4,2.13,1.2,1.38,1.66,2.01,2.4
Germany 2. Bundesliga,2023-07-30,08:30:00,1,Eintracht Braunschweig,Holstein Kiel,2.4,3.3,2.45,1.02,12.0,1.17,4.75,1.78,1.93,1.29,3.5,1.44,2.63,1.49,1.28,1.5,0.0,0.0,0.0,0.0,0.0,1.9,7.6,2.27,1.15,1.31,1.6,1.94,2.39
Belgium Pro League,2023-07-30,08:30:00,1,Royal Antwerp FC,Cercle Brugge,1.76,3.4,3.75,1.04,12.0,1.28,3.6,1.75,1.9,1.36,3.0,1.8,1.95,1.23,1.26,1.93,0.0,0.0,0.0,0.0,0.0,1.64,9.0,2.68,1.26,1.5,1.87,2.41,3.2
China Chinese Super League,2023-07-30,08:35:00,19,Shandong Luneng,Beijing Guoan,1.58,3.65,4.3,1.01,9.9,1.23,3.64,1.8,1.85,1.35,3.05,1.76,2.0,1.21,1.26,2.06,2.43,1.13,1.71,1.58,3.29,1.73,8.0,2.4,1.33,1.64,2.02,2.67,3.65
China Chinese Super League,2023-07-30,08:35:00,19,Wuhan Three Towns,Qingdao Jonoon,1.32,4.85,6.25,1.03,18.0,1.16,4.4,1.53,2.2,1.29,3.45,1.83,1.91,1.09,1.17,2.97,1.38,0.22,1.8,1.28,3.08,1.3,9.5,4.33,1.22,1.43,2.0,2.21,2.93
Denmark 1st Division,2023-07-30,09:00:00,2,FC Helsingør,B 93,1.83,3.8,4.0,1.04,10.0,1.25,3.6,1.67,2.15,1.33,3.25,1.67,2.1,1.25,1.25,1.91,3.0,0.0,2.5,0.0,2.5,1.65,8.5,2.71,1.48,2.0,1.85,1.9,0.0
Finland Veikkausliiga,2023-07-30,09:00:00,17,Haka,Lahti,1.86,3.75,4.05,1.05,12.75,1.27,3.8,2.0,1.86,1.33,3.25,1.67,2.1,1.28,1.3,1.82,1.29,1.13,1.4,0.91,2.31,1.75,8.0,2.42,1.2,1.38,1.67,2.12,2.85
Ukraine Ukrainian Premier League,2023-07-30,09:00:00,1,LNZ Cherkasy,Chornomorets,2.11,3.2,3.0,1.03,8.1,1.33,3.1,1.87,1.66,1.43,2.65,1.8,1.95,1.38,1.25,1.57,0.0,0.0,0.0,0.0,0.0,1.92,6.5,2.5,1.26,1.5,1.98,2.4,3.2
Russia Russian Premier League,2023-07-30,09:00:00,2,Rubin Kazan,Orenburg,2.31,3.55,2.75,1.01,15.0,1.21,3.82,2.05,1.78,1.33,3.16,1.61,2.23,1.38,1.29,1.66,0.0,0.0,0.0,1.21,1.21,1.78,7.8,2.45,1.29,1.51,1.85,2.33,3.0
