League,Date,Time,Rodada,Home,Away,FT_Odds_H,FT_Odds_D,FT_Odds_A,FT_Odds_Over05,FT_Odds_Under05,FT_Odds_Over15,FT_Odds_Under15,FT_Odds_Over25,FT_Odds_Under25,HT_Odds_Over05,HT_Odds_Under05,Odds_BTTS_Yes,Odds_BTTS_No,Odds_DuplaChance_1X,Odds_DuplaChance_12,Odds_DuplaChance_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odds_Corners_H,Odds_Corners_D,Odds_Corners_A,Odds_Corners_Over75,Odds_Corners_Over85,Odds_Corners_Over95,Odds_Corners_Over105,Odds_Corners_Over115
South Korea K League 1,2023-08-04,07:30:00,25,Gwangju,Daejeon Citizen,2.24,3.46,3.13,1.06,8.0,1.3,3.3,1.94,1.86,1.4,2.75,1.73,2.0,1.28,1.25,1.7,1.5,1.17,1.7,1.28,2.98,1.69,7.5,2.64,0.0,1.85,0.0,0.0,0.0
South Korea K League 1,2023-08-04,07:30:00,25,FC Seoul,Pohang Steelers,2.66,3.24,2.68,1.04,7.8,1.33,3.1,2.0,1.7,1.44,2.63,1.83,1.83,1.33,1.25,1.57,1.83,1.36,1.79,1.31,3.1,1.91,7.5,2.2,0.0,0.0,0.0,0.0,0.0
China Chinese Super League,2023-08-04,08:35:00,20,Qingdao Jonoon,Chengdu Better City FC,4.02,3.53,1.96,1.05,7.8,1.25,3.5,1.87,1.93,1.37,3.08,1.73,2.05,1.84,1.29,1.26,1.56,1.5,1.56,1.3,2.86,2.5,8.0,1.73,1.3,1.49,1.93,2.37,3.3
China Chinese Super League,2023-08-04,08:35:00,20,Changchun Yatai,Nantong Zhiyun,1.83,3.35,3.3,1.05,12.0,1.31,3.47,1.78,1.87,1.36,3.13,1.74,2.04,1.25,1.27,1.95,1.67,0.44,1.55,1.06,2.61,1.73,8.0,2.4,1.37,1.65,2.13,2.85,3.8
China Chinese Super League,2023-08-04,08:35:00,20,Beijing Guoan,Henan Jianye,1.42,3.95,5.75,1.04,15.25,1.17,4.3,1.75,1.95,1.32,3.22,1.82,1.94,1.12,1.2,2.61,1.9,0.56,1.62,1.1,2.72,1.2,10.0,5.5,1.37,1.72,2.2,2.95,4.1
China Chinese Super League,2023-08-04,08:35:00,20,Shandong Luneng,Meizhou Hakka,1.22,5.5,9.5,1.02,22.5,1.16,5.35,1.55,2.35,1.25,3.72,1.97,1.79,1.07,1.13,3.8,2.5,0.6,1.71,1.06,2.77,1.18,11.0,5.5,1.33,1.61,2.1,2.77,4.0
China Chinese Super League,2023-08-04,08:35:00,20,Hangzhou,Wuhan Three Towns,2.85,3.3,2.05,1.03,15.0,1.17,4.55,1.75,1.95,1.28,3.2,1.62,2.23,1.7,1.28,1.35,1.67,1.6,1.36,1.69,3.05,2.2,8.0,1.91,1.28,1.48,1.88,2.35,3.2
Finland Veikkausliiga,2023-08-04,12:00:00,18,Ilves,Haka,1.95,3.2,3.6,1.07,10.5,1.34,3.28,2.05,1.77,1.42,2.65,1.85,1.95,1.35,1.32,1.65,1.22,0.33,1.27,1.14,2.41,1.69,8.0,2.54,0.0,0.0,1.6,1.94,2.44
Romania Liga I,2023-08-04,12:30:00,4,UTA Arad,CSM Iaşi,2.18,3.16,3.59,1.07,6.7,1.5,2.45,2.55,1.49,1.51,2.4,2.1,1.68,1.25,1.25,1.6,0.0,1.5,1.05,1.56,2.61,1.51,8.0,3.26,1.47,1.9,2.5,0.0,0.0
Estonia Meistriliiga,2023-08-04,13:00:00,22,Tallinna FC Flora,Kuressaare,1.12,7.5,16.5,1.01,28.0,1.09,5.65,1.42,2.75,1.21,3.94,1.9,1.83,1.05,1.09,3.5,1.91,1.8,2.22,2.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
