League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Portugal LigaPro,2023-11-18,08:00:00,11,CD Mafra,Vilaverdense,2.45,2.1,4.2,1.7,3.45,4.15,1.36,3.0,1.06,8.0,1.33,3.25,2.0,1.84,1.85,1.85,1.2,1.29,1.95,2.25,0.8,1.4,1.23,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League Two,2023-11-18,09:30:00,18,Notts County,Bradford City,2.4,2.38,4.0,1.8,3.65,3.45,1.3,3.4,1.04,11.0,1.22,4.33,1.65,2.2,1.57,2.25,1.25,1.22,1.85,2.25,0.89,1.53,1.26,2.79,1.31,9.5,4.13,0.0,0.0,1.34,2.85,1.62,2.1,2.05,1.63,2.75,1.37
England EFL League Two,2023-11-18,09:30:00,18,Milton Keynes Dons,AFC Wimbledon,2.8,2.2,3.2,2.35,3.4,2.9,1.36,3.0,1.05,9.0,1.25,3.75,1.75,2.0,1.67,2.1,1.4,1.3,1.55,1.75,1.78,1.43,1.48,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal LigaPro,2023-11-18,11:00:00,11,Paços de Ferreira,Santa Clara,3.0,2.0,3.4,2.28,3.15,2.81,1.44,2.62,1.08,7.0,1.36,3.0,2.15,1.65,1.85,1.85,1.36,1.35,1.53,2.0,1.5,1.56,1.43,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,0.0,0.0
England EFL League Two,2023-11-18,12:00:00,18,Sutton United,Tranmere Rovers,2.88,2.25,3.6,2.04,3.35,3.0,1.36,3.0,1.05,10.0,1.22,4.2,1.78,2.02,1.67,2.1,1.36,1.25,1.65,1.11,0.0,1.32,1.23,2.55,1.75,8.0,2.42,0.0,0.0,1.34,2.85,1.62,2.1,2.05,1.63,2.75,1.37
England EFL League Two,2023-11-18,12:00:00,18,Accrington Stanley,Wrexham,3.6,2.38,2.63,3.2,3.45,1.89,1.29,3.5,1.03,11.0,1.14,4.7,1.57,2.35,1.5,2.5,1.78,1.25,1.33,1.78,1.63,1.58,1.39,2.97,2.32,8.5,1.82,0.0,0.0,1.27,3.3,1.5,2.35,2.0,1.8,2.4,1.46
England EFL League Two,2023-11-18,12:00:00,18,Barrow,Crawley Town,2.6,2.25,4.33,1.92,3.4,3.3,1.36,3.0,1.05,10.0,1.29,3.65,2.0,1.8,1.73,2.0,1.25,1.25,1.8,1.86,0.86,1.36,1.26,2.62,1.75,8.0,2.44,0.0,0.0,1.48,2.47,1.9,1.9,2.4,1.5,3.2,1.3
England EFL League Two,2023-11-18,12:00:00,18,Doncaster Rovers,Walsall,2.85,2.15,3.35,2.27,3.35,2.86,1.36,2.9,1.05,10.0,1.29,3.8,1.75,1.95,1.62,2.1,1.4,1.25,1.57,1.56,0.89,1.31,1.3,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
England EFL League Two,2023-11-18,12:00:00,18,Gillingham,Salford City,2.88,2.2,3.75,1.97,3.35,3.2,1.4,2.75,1.06,9.5,1.3,3.55,1.95,1.85,1.73,2.0,1.35,1.25,1.67,1.63,1.44,1.53,1.16,2.69,1.45,8.5,3.29,0.0,0.0,1.48,2.47,1.95,1.85,2.37,1.51,3.2,1.3
England EFL League Two,2023-11-18,12:00:00,18,Harrogate Town,Swindon Town,3.75,2.38,2.63,2.94,3.55,2.01,1.3,3.4,1.04,11.0,1.22,4.33,1.66,2.2,1.53,2.38,1.7,1.22,1.33,0.75,0.78,1.23,1.43,2.66,2.44,8.0,1.75,1.2,3.9,1.39,2.7,1.68,1.98,2.2,1.57,2.95,1.32
